업소명,업종,업태,도로명주소
본죽앤비빔밥,일반음식점,한식,강원특별자치도 강릉시 범일로 639(1층 내곡동)
본죽앤비빔밥,일반음식점,한식,강원특별자치도 강릉시 임영로 115(성내동)
본죽앤비빔밥cafe강릉입암점,일반음식점,한식,강원특별자치도 강릉시 성덕로 316-11(1층 입암동)
본죽유천점,일반음식점,한식,강원특별자치도 강릉시 선수촌로63번길 18-15(푸르벨라 2차 1층 101호 홍제동)
봉녀네밥집,일반음식점,한식,강원특별자치도 강릉시 명주로 31(용강동)
봉떡,일반음식점,한식,강원특별자치도 강릉시 주문진읍 향호리 8-17 주문진 해수욕장
봉팔삼춘젤라또,일반음식점,분식,강원특별자치도 강릉시 금성로13번길 1-1(금학동)
봉평막국수,일반음식점,한식,강원특별자치도 강릉시 연곡면 진고개로 1504(1층)
봉화산설렁탕교동점,일반음식점,한식,강원특별자치도 강릉시 율곡초교길 47(교동)
부기촌국밥,일반음식점,한식,강원특별자치도 강릉시 부기길 46-2(입암동)
부돈산,일반음식점,한식,강원특별자치도 강릉시 보래미하길65번길 20(1층 포남동)
부뚜막,일반음식점,한식,"강원특별자치도 강릉시 명륜로 95-8(1층 교동, 예성그린2차아파트)"
부부보쌈,일반음식점,한식,강원특별자치도 강릉시 중앙시장2길 10-3(1층 성남동)
부산식당,일반음식점,한식,강원특별자치도 강릉시 중앙시장길 22-1(성남동)
부산조방낙지,일반음식점,한식,강원특별자치도 강릉시 율곡초교길 23(1층 교동)
부성가든,일반음식점,한식,강원특별자치도 강릉시 강동면 안인일출길 17
부엉이포차,일반음식점,분식,강원특별자치도 강릉시 강릉대로443번길 24(포남동)
부연골,일반음식점,한식,강원특별자치도 강릉시 연곡면 진고개로 1013
부연동백숙,일반음식점,한식,강원특별자치도 강릉시 경강로2245번길 4(포남동)
부영메밀전,일반음식점,분식,강원특별자치도 강릉시 성덕포남로153번길 44(포남동)
부영식당,일반음식점,한식,강원특별자치도 강릉시 연곡면 연주로 40
부자대게식당,일반음식점,한식,강원특별자치도 강릉시 금성로5번길 1-3(2층 성남동)
부현,일반음식점,한식,강원특별자치도 강릉시 토성로123번길 11-1(홍제동)
북강릉진국설렁탕,일반음식점,한식,강원특별자치도 강릉시 연곡면 연주로 30(1층)
북청해장국,일반음식점,한식,강원특별자치도 강릉시 주문진읍 해안로 1760(1단지 4동)
분식1번지,일반음식점,분식,강원특별자치도 강릉시 중앙시장2길 40(1층 성남동)
불개미식당,일반음식점,분식,강원특별자치도 강릉시 중앙시장1길 8(성남동)
불닭발동대문엽기떡볶이,일반음식점,분식,강원특별자치도 강릉시 솔올로 66(교동)
불닭발땡초동대문엽기떡볶이 강릉옥천점,일반음식점,분식,강원특별자치도 강릉시 경강로 2150(옥천동)
불타는대패삼겹살,일반음식점,한식,강원특별자치도 강릉시 주문진읍 연주로 261-1(1층)
불향쭈꾸미볶음,일반음식점,한식,강원특별자치도 강릉시 중앙시장3길 15-2(성남동)
브라보칼국수,일반음식점,한식,강원특별자치도 강릉시 창해로 27(2층 견소동)
브이브이호텔식당,일반음식점,한식,강원특별자치도 강릉시 하슬라로192번길 22-1(교동)
비노에올리바,일반음식점,한식,강원특별자치도 강릉시 임영로163번길 9(101호 홍제동)
비비큐강릉라카이리조트 야외풀점,일반음식점,분식,강원특별자치도 강릉시 해안로 536(안현동)
비빔상회,일반음식점,한식,강원특별자치도 강릉시 해안로 292(4호 강문동)
비에이치씨초당점,일반음식점,한식,강원특별자치도 강릉시 연당길 78(1층 초당동)
비에치씨세인트존스점,일반음식점,한식,강원특별자치도 강릉시 창해로 307(세인트존스호텔 파인동 6층 강문동)
빈이네김밥,일반음식점,분식,강원특별자치도 강릉시 토성로 182(1층 임당동)
빙고주막,일반음식점,한식,강원특별자치도 강릉시 임영로 45-1(노암동)
빛고을식당,일반음식점,한식,강원특별자치도 강릉시 창해로 473(1층 104호 강문동)
빡가네갈비후라이강릉점,일반음식점,한식,강원특별자치도 강릉시 강릉대로 285(120호 교동)
빨간보자기밥집,일반음식점,한식,강원특별자치도 강릉시 산양큰길 8(1층 포남동)
빨강돈가스,일반음식점,한식,강원특별자치도 강릉시 지변길 49(지변동)
뼈장군,일반음식점,한식,강원특별자치도 강릉시 관대길15번길 10(내곡동)
뿅가곱창,일반음식점,한식,강원특별자치도 강릉시 관대길 69(강부아파트상가동 1층 2호 내곡동)
삐딱집,일반음식점,한식,강원특별자치도 강릉시 강동면 헌화로 778(1층)
사거리맛집,일반음식점,분식,강원특별자치도 강릉시 주문진읍 주문북로 7(외 1필지308-23)
사계절쌈밥보리밥,일반음식점,한식,강원특별자치도 강릉시 중기길 29(옥천동)
사계절탕수육,일반음식점,분식,강원특별자치도 강릉시 범일로579번길 6(내곡동)
사노라면,일반음식점,한식,강원특별자치도 강릉시 주문진읍 중앙골목길 23-2
사랑왕순대집,일반음식점,한식,강원특별자치도 강릉시 주문진읍 시장길 37
사주카페싱글앤커플,일반음식점,한식,강원특별자치도 강릉시 하슬라로206번길 7-4(1층 교동)
사천닭내장탕,일반음식점,한식,강원특별자치도 강릉시 사천면 본동길 6
사천면옥,일반음식점,분식,강원특별자치도 강릉시 사천면 방동길 5
사천미락식당,일반음식점,한식,강원특별자치도 강릉시 사천면 방동길 35
사천샘골식당,일반음식점,한식,강원특별자치도 강릉시 사천면 진리항구길 2
사천소머리국밥,일반음식점,한식,강원특별자치도 강릉시 사천면 방동길 43
사천전주식당,일반음식점,한식,강원특별자치도 강릉시 사천면 진리항구길 54(1층)
사천집,일반음식점,한식,강원특별자치도 강릉시 주문진읍 구시장길 11-1
산골아저씨,일반음식점,한식,강원특별자치도 강릉시 월대산로 7(입암동)
산과바다주문진리조트JR,일반음식점,한식,강원특별자치도 강릉시 주문진읍 해안로 2070
산내음식당,일반음식점,한식,강원특별자치도 강릉시 경강로2291번길 10(포남동)
산두꺼비식당,일반음식점,한식,강원특별자치도 강릉시 남구길18번길 36(포남동)
산마루쌈밥,일반음식점,한식,강원특별자치도 강릉시 주문진읍 신리길 8
산마루황태촌,일반음식점,한식,강원특별자치도 강릉시 주문진읍 신리천로 15-1
산마루황태촌초당직영점,일반음식점,한식,강원특별자치도 강릉시 연당길 112(1층 초당동)
산마을,일반음식점,한식,강원특별자치도 강릉시 가작로 16(교동)
산악집,일반음식점,한식,강원특별자치도 강릉시 왕산면 왕산로 23-14
산야초,일반음식점,한식,강원특별자치도 강릉시 옥계면 현내시장길 61
산에언덕에,일반음식점,한식,강원특별자치도 강릉시 연곡면 진고개로 1016
산우리,일반음식점,한식,강원특별자치도 강릉시 초당원길 35(초당동)
산이장칼국수,일반음식점,분식,강원특별자치도 강릉시 성덕포남로188번길 18-1(포남동)
산전수전,일반음식점,분식,강원특별자치도 강릉시 성덕포남로 56(입암동)
산촌식당,일반음식점,한식,강원특별자치도 강릉시 성산면 구산길 83
산호막국수,일반음식점,분식,강원특별자치도 강릉시 사천면 해안로 904-9
삼거리집,일반음식점,한식,강원특별자치도 강릉시 남문길 38(남문동)
삼겹식당강릉송정점,일반음식점,한식,강원특별자치도 강릉시 경강로 2500(송정동)
삼교리동치미막국수,일반음식점,분식,강원특별자치도 강릉시 공항길127번길 42(1층 남항진동)
삼교리동치미막국수교동점,일반음식점,분식,강원특별자치도 강릉시 죽헌길 71(지변동)
삼교리동치미막국수본점,일반음식점,분식,강원특별자치도 강릉시 구정면 범일로 364
삼교리동치미막국수포남점,일반음식점,한식,강원특별자치도 강릉시 강릉대로457번길 6(1층 포남동)
삼교리원조동치미막국수,일반음식점,분식,강원특별자치도 강릉시 주문진읍 신리천로 760
삼미식당,일반음식점,한식,강원특별자치도 강릉시 주문진읍 시장길 49-4
삼백집기사님식당,일반음식점,한식,강원특별자치도 강릉시 주문진읍 신리천로 46
삼산감자탕,일반음식점,한식,강원특별자치도 강릉시 화부산로 120(교동)
삼삼해물찜,일반음식점,한식,강원특별자치도 강릉시 곶감전길 11-3(성남동)
삼성식당,일반음식점,한식,강원특별자치도 강릉시 주문진읍 구시장길 9
삼수갑산,일반음식점,한식,강원특별자치도 강릉시 강릉대로 369-7(포남동)
삼시세끼,일반음식점,한식,강원특별자치도 강릉시 원대로 24(교동)
삼우옹심이,일반음식점,분식,강원특별자치도 강릉시 공항길 35(병산동)
삼원손칼국수,일반음식점,분식,강원특별자치도 강릉시 남구길10번길 6(포남동)
삼척집,일반음식점,분식,강원특별자치도 강릉시 금성로5번길 12(1층 1호 성남동)
삼첩분식,일반음식점,분식,강원특별자치도 강릉시 주문진읍 신리천로 56(1층)
삼포암쉼터,일반음식점,한식,강원특별자치도 강릉시 성산면 부동길 6
상부추어탕,일반음식점,한식,강원특별자치도 강릉시 강변로 180-1(내곡동)
상호네,일반음식점,한식,강원특별자치도 강릉시 주문진읍 해안로 1747-1
새신일기사식당,일반음식점,한식,강원특별자치도 강릉시 가작로 283(1층 포남동)
샌드파인골프클럽스타트하우스,일반음식점,한식,강원특별자치도 강릉시 저동등길 53(저동)
샌드파인골프클럽아웃코스그늘집,일반음식점,한식,강원특별자치도 강릉시 저동등길 53(저동)
샌드파인골프클럽인코스그늘집,일반음식점,한식,강원특별자치도 강릉시 저동등길 53(저동)
샘골보리밥,일반음식점,한식,강원특별자치도 강릉시 연당길 9(포남동)
샘골식당,일반음식점,한식,강원특별자치도 강릉시 성산면 성연로 182
샘터휴게실,일반음식점,한식,강원특별자치도 강릉시 왕산면 백두대간로 1410
샘터흑염소,일반음식점,한식,강원특별자치도 강릉시 안현로 39-34(안현동)
생바지락칼제비,일반음식점,분식,강원특별자치도 강릉시 하슬라로206번길 11-11(교동)
생수식당,일반음식점,한식,강원특별자치도 강릉시 연곡면 진고개로 1063
샤브향강릉입암점,일반음식점,한식,강원특별자치도 강릉시 성덕포남로 72(입암동)
서당골산채,일반음식점,한식,강원특별자치도 강릉시 임영로164번길 3(임당동)
서부시장,일반음식점,한식,강원특별자치도 강릉시 임영로155번길 1(용강동)
서부옹달샘식당,일반음식점,한식,강원특별자치도 강릉시 임영로155번길 6(용강동)
서소문보리밥,일반음식점,한식,강원특별자치도 강릉시 하평4길 48(포남동)
서울도가니사골곰탕 강릉본점,일반음식점,한식,강원특별자치도 강릉시 가작로 304(1층 포남동)
서울식당,일반음식점,한식,강원특별자치도 강릉시 창해로 473(강문동)
서울식당,일반음식점,한식,강원특별자치도 강릉시 주문진읍 시장길 55-2(1층)
서지가마솥설렁탕전문점,일반음식점,한식,강원특별자치도 강릉시 난곡길76번길 17(난곡동)
서지초가뜰,일반음식점,한식,강원특별자치도 강릉시 난곡길76번길 43-8(난곡동)
서창산업옥계휴게소한식,일반음식점,한식,강원특별자치도 강릉시 옥계면 동해고속도로 320(1층)
석촌가,일반음식점,한식,강원특별자치도 강릉시 강동면 안인일출길 10-14
